0.00651,0.00628
0.00591,0.00601
0.00560,0.00587
0.00537,0.00582
0.00518,0.00579
0.00500,0.00579
0.00484,0.00580
0.00468,0.00583
0.00452,0.00585
0.00436,0.00590
0.00421,0.00594
0.00406,0.00602
0.00391,0.00607
0.00376,0.00614
0.00362,0.00622
0.00349,0.00630
0.00336,0.00636
0.00323,0.00645
0.00311,0.00653
0.00299,0.00662
0.00288,0.00672
0.00277,0.00679
0.00267,0.00687
0.00257,0.00698
0.00247,0.00706
0.00238,0.00716
0.00229,0.00722
0.00221,0.00734
0.00212,0.00746
0.00205,0.00752
0.00197,0.00764
0.00190,0.00772
0.00183,0.00782
0.00176,0.00788
0.00170,0.00803
0.00164,0.00808
0.00158,0.00818
0.00153,0.00825
0.00147,0.00834
0.00142,0.00841
0.00138,0.00848
0.00133,0.00857
0.00128,0.00868
0.00124,0.00872
0.00121,0.00879
0.00117,0.00889
0.00113,0.00896
0.00109,0.00904
0.00106,0.00913
0.00103,0.00918
0.00100,0.00927
0.00097,0.00932
0.00094,0.00941
0.00092,0.00941
0.00090,0.00952
0.00087,0.00961
0.00085,0.00967
0.00083,0.00974
0.00080,0.00980
0.00079,0.00984
0.00076,0.00990
0.00074,0.00996
0.00072,0.01003
0.00071,0.01010
0.00070,0.01019
0.00068,0.01022
0.00066,0.01029
0.00064,0.01031
0.00063,0.01041
0.00061,0.01040
0.00061,0.01049
0.00059,0.01053
0.00057,0.01062
0.00056,0.01069
0.00056,0.01072
0.00055,0.01077
0.00053,0.01080
0.00052,0.01085
0.00051,0.01089
0.00050,0.01098
0.00049,0.01101
0.00048,0.01104
0.00047,0.01119
0.00047,0.01112
0.00046,0.01118
0.00045,0.01124
0.00044,0.01131
0.00043,0.01140
0.00043,0.01138
0.00043,0.01138
0.00042,0.01152
0.00041,0.01149
0.00041,0.01150
0.00040,0.01155
0.00039,0.01166
0.00037,0.01166
0.00038,0.01172
0.00038,0.01177
0.00036,0.01179
0.00035,0.01181
0.00036,0.01185
0.00036,0.01189
0.00035,0.01193
0.00035,0.01198
0.00034,0.01204
0.00033,0.01203
0.00033,0.01202
0.00033,0.01207
0.00033,0.01215
0.00033,0.01212
0.00031,0.01220
0.00030,0.01223
0.00031,0.01224
0.00031,0.01234
0.00031,0.01235
0.00029,0.01235
0.00029,0.01237
0.00030,0.01241
0.00030,0.01244
0.00029,0.01243
0.00029,0.01246
0.00029,0.01251
0.00028,0.01253
0.00027,0.01255
0.00027,0.01257
0.00027,0.01267
0.00027,0.01266
0.00027,0.01272
0.00027,0.01267
0.00026,0.01277
0.00026,0.01278
0.00026,0.01277
0.00025,0.01284
0.00026,0.01286
0.00025,0.01288
0.00025,0.01292
0.00026,0.01292
0.00025,0.01300
0.00025,0.01290
0.00024,0.01299
0.00025,0.01299
0.00025,0.01305
0.00024,0.01301
0.00024,0.01304
0.00024,0.01311
0.00024,0.01314
0.00023,0.01311
0.00023,0.01317
0.00024,0.01320
0.00024,0.01319
0.00022,0.01320
0.00023,0.01328
0.00023,0.01330
0.00022,0.01336
0.00022,0.01330
0.00023,0.01335
0.00023,0.01336
0.00022,0.01333
0.00022,0.01348
0.00022,0.01349
0.00023,0.01345
0.00022,0.01348
0.00022,0.01356
0.00022,0.01352
0.00022,0.01351
0.00022,0.01353
0.00022,0.01348
0.00022,0.01356
0.00021,0.01359
0.00020,0.01363
0.00020,0.01372
0.00020,0.01366
0.00021,0.01368
0.00022,0.01365
0.00021,0.01377
0.00021,0.01374
0.00021,0.01374
0.00020,0.01377
0.00020,0.01377
